Ship Name,Origin,Declared Destination,Year,Captain,Cargo,Origin Lat,Origin Lon,Dest Lat,Dest Lon
James,Boston,Liverpool,1803,Parsons,,42.3554334,-71.060511,53.4071991,-2.99168
Louisa,Amsterdam,Baltimore,1803,Douglas,,52.3730796,4.8924534,39.2908816,-76.610759
Elizabeth,Boston,Norfolk,1803,Bangs,,42.3554334,-71.060511,36.8493695,-76.2899539
Columbus,Amsterdam,Charleston,1803,Cheeseborough,,52.3730796,4.8924534,32.7884363,-79.9399309
Dover,Trinadad,Charleston,1803,M' Cowry,,10.7466905,-61.0840075,32.7884363,-79.9399309
John,Liverpool,Charleston,1803,Pratt,,53.4071991,-2.99168,32.7884363,-79.9399309
Polly,Charleston,Charleston,1803,Bradbury of Newburyport,,32.7884363,-79.9399309,32.7884363,-79.9399309
Orange,Barbadoes,Charleston,1803,Ballard,,13.1500331,-59.5250305,32.7884363,-79.9399309
the Fortitude of Nantucket,Madeira,Madeira,1803,John of Portland,,32.7517501,-16.9817487,32.7517501,-16.9817487
Little Jane,Madeira,Madeira,1803,Harris of Boston,,32.7517501,-16.9817487,32.7517501,-16.9817487
Dolphin,Boston,Boston,1803,Tyler of Boston,20 hhds. James River Tobacco; 2000 bushels best Virginia Coals,42.3554334,-71.060511,42.3554334,-71.060511
Northern Friends,Greenock,Boston,1803,Montgomery,,55.9473423,-4.7564721,42.3554334,-71.060511
Rambler,Wilmington,Boston,1803,Bourn,,39.7459468,-75.546589,42.3554334,-71.060511
Harmony,Havana,Boston,1803,Dennes,,23.135305,-82.3589631,42.3554334,-71.060511
Alert,Tobago,Boston,1803,Murphy,,11.2404615,-60.672006,42.3554334,-71.060511
F[…]abler,Wilmington,Boston,1803,Bourn,,39.7459468,-75.546589,42.3554334,-71.060511
Friendship,Richmond,Boston,1803,Read,,37.5385087,-77.43428,42.3554334,-71.060511
Polly,Salem,Boston,1803,Gardner,,42.5195292,-70.8967226,42.3554334,-71.060511
Leonidas,Baltimore,Boston,1803,Luce,,39.2908816,-76.610759,42.3554334,-71.060511
Governer Carver,Lisbon,Plymouth,1803,Spooner,,38.7077507,-9.1365919,50.3714122,-4.1424451
Martha Washington,St. Croix,New York,1803,Ba[…]end,,17.729124,-64.7589156,40.7127281,-74.0060152
Minerva,Bourdeaux,New York,1803,Main,,44.5867879,5.1342966,40.7127281,-74.0060152
Twins,Jamaica,New York,1803,,,18.1850507,-77.3947693,40.7127281,-74.0060152
Dye[…],New Orleans,New York,1803,,,29.9759983,-90.0782127,40.7127281,-74.0060152
Stone,St. Croix,New York,1803,,,17.729124,-64.7589156,40.7127281,-74.0060152
Nancy,New Orleans,Philadelphia,1803,Morris,,29.9759983,-90.0782127,39.9527237,-75.1635262
Polly,Tobago,Boston,1803,Russell,,11.2404615,-60.672006,42.3554334,-71.060511
Margaret,Norfolk,Boston,1803,Pinkham,,36.8493695,-76.2899539,42.3554334,-71.060511
Forty second,Liverpool,Philadelphia,1803,,,53.4071991,-2.99168,39.9527237,-75.1635262
Lilly,Cape Francoise,Philadelphia,1803,,,19.7595236,-72.2008068,39.9527237,-75.1635262
Criterion,Boston,Wilmington,1803,Drinkwater,,42.3554334,-71.060511,39.7459468,-75.546589
Three Sisters,Wilmington,West-Indies,1803,Willis,,39.7459468,-75.546589,18.4,-75.0
Mariner,Cape Francoise,Baltimore,1803,Wicks,,19.7595236,-72.2008068,39.2908816,-76.610759
Cumberland,Halifax,Baltimore,1803,,,44.648618,-63.5859487,39.2908816,-76.610759
Roger Williams,Havana,Norfolk,1803,Allen,,23.135305,-82.3589631,36.8493695,-76.2899539
Traveller,Havana,Boston,1803,Lovett,,23.135305,-82.3589631,42.3554334,-71.060511
Hero,Martinico,Boston,1803,Boardman,,46.1244198,9.2770489,42.3554334,-71.060511
Alert (or Kennebunk),Tobago,Boston,1803,Murphy,,11.2404615,-60.672006,42.3554334,-71.060511
Madison,Tobago,Boston,1803,Harman,,11.2404615,-60.672006,42.3554334,-71.060511
Franklin,Boston,Lisbon,1803,Bowles,,42.3554334,-71.060511,38.7077507,-9.1365919
Henry,Boston,St. Croix,1803,Jones,,42.3554334,-71.060511,17.729124,-64.7589156
Fame,Boston,Bourdeaux,1803,Avery,,42.3554334,-71.060511,44.5867879,5.1342966
Rover,Richmond,Boston,1803,Luce,,37.5385087,-77.43428,42.3554334,-71.060511
Lydia,Philadelphia,Boston,1803,Lobdell,,39.9527237,-75.1635262,42.3554334,-71.060511
Two Friends,Philadelphia,Boston,1803,Crowell,,39.9527237,-75.1635262,42.3554334,-71.060511
Dorcas,Newbern,Boston,1803,Withrell,,36.1801885,-75.863769,42.3554334,-71.060511
Margaret,Portland,Boston,1803,Dutton,,43.6573605,-70.2586618,42.3554334,-71.060511
Harriot,Portland,Boston,1803,Jones,,43.6573605,-70.2586618,42.3554334,-71.060511
Eliza,New Haven,Boston,1803,Collis,,41.3082138,-72.9250518,42.3554334,-71.060511
Eliza,Baltimore,Boston,1803,Bangs,,39.2908816,-76.610759,42.3554334,-71.060511
Calisto,Norfolk,Cadiz,1803,Atkins,,36.8493695,-76.2899539,36.5297438,-6.2928976
Alert,Savannah,Boston,1803,Harding,,32.0790074,-81.0921335,42.3554334,-71.060511
Sally,St. Johns,Boston,1803,Pickett,300 bbls Alewives; 25 tons Plaister Paris,56.6922843,-60.9373185,42.3554334,-71.060511
Benjamin,New London,Boston,1803,Pendleton,,41.3556187,-72.0997804,42.3554334,-71.060511
Alert,Savannah,Boston,1803,Harding,,32.0790074,-81.0921335,42.3554334,-71.060511
St. Christele la Victoria,Boston,West-Indies,1803,Bane,,42.3554334,-71.060511,18.4,-75.0
Favorite,Boston,West-Indies,1803,Twycross,,42.3554334,-71.060511,18.4,-75.0
"Mary, alies Somernelas",Boston,Havana,1803,Farnadas,,42.3554334,-71.060511,23.135305,-82.3589631
Logan,Liverpool,New York,1803,,,53.4071991,-2.99168,40.7127281,-74.0060152
Hero,Baltimore,Boston,1803,Braton,,39.2908816,-76.610759,42.3554334,-71.060511
Harmony,Boston,Alexandria,1803,,,42.3554334,-71.060511,31.1991806,29.8951716
Harriot,Alexandria,Barbadoes,1803,,,31.1991806,29.8951716,13.1500331,-59.5250305
Caroline,Alexandria,Boston,1803,,,31.1991806,29.8951716,42.3554334,-71.060511
Columbine,Liverpool,Boston,1803,Bruce,100 crates of earthen ware; 12 hhds. glass ware; 900 hhds. coarse salt,53.4071991,-2.99168,42.3554334,-71.060511
Enterprize,Demerara,Boston,1803,Parsons,,5.6294891,-58.3937764,42.3554334,-71.060511
Ocean,Savannah,Boston,1803,Dicks,70 hhds. Guadaloupe clayed sugar,32.0790074,-81.0921335,42.3554334,-71.060511
Industry,Guadaloupe,Boston,1803,Smith,,26.9095819,-101.4333638,42.3554334,-71.060511
Hero,Baltimore,Boston,1803,Brayton,,39.2908816,-76.610759,42.3554334,-71.060511
Patty,Salem,Boston,1803,Knowlton,,42.5195292,-70.8967226,42.3554334,-71.060511
Isabella,Philadelphia,Boston,1803,Pitts,,39.9527237,-75.1635262,42.3554334,-71.060511
Betsey,Plymouth,Boston,1803,Morton,,50.3714122,-4.1424451,42.3554334,-71.060511
Mary,Boston,Havana,1803,Fanadas,,42.3554334,-71.060511,23.135305,-82.3589631
Ann and Betsey,Boston,Jamaica,1803,Quinton,,42.3554334,-71.060511,18.1850507,-77.3947693
Hannah,Boston,Liverpool,1803,Lambert,,42.3554334,-71.060511,53.4071991,-2.99168
Mary,Boston,Halifax,1803,Huxford,,42.3554334,-71.060511,44.648618,-63.5859487
Romeo,Boston,West-Indies,1803,Payne,,42.3554334,-71.060511,18.4,-75.0
Aurora,Boston,Barbadoes,1803,Pease,,42.3554334,-71.060511,13.1500331,-59.5250305
Nancy,Boston,West-Indies,1803,Goddard,,42.3554334,-71.060511,18.4,-75.0
Catharine Ray,St. Croix,New York,1803,,,17.729124,-64.7589156,40.7127281,-74.0060152
Brutus,Boston,Liverpool,1803,,,42.3554334,-71.060511,53.4071991,-2.99168
Volant,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Ch. Carter,Savannah,Liverpool,1803,,,32.0790074,-81.0921335,53.4071991,-2.99168
Thomas,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Baltimore,Baltimore,Liverpool,1803,,,39.2908816,-76.610759,53.4071991,-2.99168
Rebecca,Baltimore,Liverpool,1803,,,39.2908816,-76.610759,53.4071991,-2.99168
Jacob,Philadelphia,Liverpool,1803,,,39.9527237,-75.1635262,53.4071991,-2.99168
Dove,Havana,Boston,1803,Atkins,,23.135305,-82.3589631,42.3554334,-71.060511
Fame,Liverpool,Boston,1803,Clark,,53.4071991,-2.99168,42.3554334,-71.060511
Humbird,Cadiz,Boston,1803,Kmsman,,36.5297438,-6.2928976,42.3554334,-71.060511
Stephen,Liverpool,Boston,1803,Douglas,,53.4071991,-2.99168,42.3554334,-71.060511
Packet,Liverpool,Boston,1803,Trott,"100 casks of 6, 8, 10 and 20d nails; 40 casks white lead; 10 casks red lead; 44 casks patent shot; 10 casks Spanish brown",53.4071991,-2.99168,42.3554334,-71.060511
Prosperity,Windsor,Boston,1803,Kelly,,42.2858536,-82.9780695,42.3554334,-71.060511
Washington,Boston,Amsterdam,1803,Lewis,,42.3554334,-71.060511,52.3730796,4.8924534
Four Brothers,Guadaloupe,Boston,1803,Rice,37 hhds. first quality retailing sugars; 50 bbls. first quality retailing sugars; 13 hhds. second quality retailing sugars,26.9095819,-101.4333638,42.3554334,-71.060511
Unicorn,Guadaloupe,Boston,1803,Miller,,26.9095819,-101.4333638,42.3554334,-71.060511
John Adams,Liverpool,Boston,1803,Wood,,53.4071991,-2.99168,42.3554334,-71.060511
Snow Lion,Havana,Boston,1803,Norton,molasses; a few boxes sugar,23.135305,-82.3589631,42.3554334,-71.060511
Hannah,Cape Francoise,Charleston,1803,Bartlet,,19.7595236,-72.2008068,32.7884363,-79.9399309
Mary,Trinidad,Boston,1803,Glasier,,10.4430243,-61.2613054,42.3554334,-71.060511
Eunice,Guadaloupe,Boston,1803,Story,,26.9095819,-101.4333638,42.3554334,-71.060511
Fanny,Yarmouth,Boston,1803,Hilton,,52.6071742,1.7314845,42.3554334,-71.060511
Criterion,Wilmington,Boston,1803,Drinkwater,60 bales Carolina cotton of a superior quality; 23 hhds. of Grenada rum; 180 bbls tar; 1 hhd. retailing sugar,39.7459468,-75.546589,42.3554334,-71.060511
George Washington,Martinique,Boston,1803,Keese,,14.6113732,-60.9620777,42.3554334,-71.060511
Elizabeth,Demerara,Boston,1803,Hopkins,,5.6294891,-58.3937764,42.3554334,-71.060511
Shepherds,Charleston,Boston,1803,Crowell,,32.7884363,-79.9399309,42.3554334,-71.060511
Laurel,Boston,Trinidad,1803,Brown,,42.3554334,-71.060511,10.4430243,-61.2613054
Polly,Boston,West-Indies,1803,Appleton,,42.3554334,-71.060511,18.4,-75.0
Favourite,Boston,Madeira,1803,Pusland,,42.3554334,-71.060511,32.7517501,-16.9817487
Washington,London,New York,1803,,,51.5074456,-0.1277653,40.7127281,-74.0060152
Patriot,Portsmouth,New York,1803,,,50.800031,-1.0906023,40.7127281,-74.0060152
Margaret,Liverpool,Philadelphia,1803,,,53.4071991,-2.99168,39.9527237,-75.1635262
Mary,Liverpool,Baltimore,1803,,,53.4071991,-2.99168,39.2908816,-76.610759
Essex,Baltimore,Salem,1803,,,39.2908816,-76.610759,42.5195292,-70.8967226
Mary,Jamaica,Norfolk,1803,,,18.1850507,-77.3947693,36.8493695,-76.2899539
Packet,Tobago,Norfolk,1803,,,11.2404615,-60.672006,36.8493695,-76.2899539
Blossom,Jamaica,Norfolk,1803,,,18.1850507,-77.3947693,36.8493695,-76.2899539
Aphia,Boston,Norfolk,1803,,,42.3554334,-71.060511,36.8493695,-76.2899539
Nancy,Guadaloupe,Newbern,1803,,,26.9095819,-101.4333638,36.1801885,-75.863769
Hero,Boston,Newbern,1803,,,42.3554334,-71.060511,36.1801885,-75.863769
Clarissa,Barbadoes,Newbern,1803,,,13.1500331,-59.5250305,36.1801885,-75.863769
Isabella,London,Charleston,1803,,,51.5074456,-0.1277653,32.7884363,-79.9399309
Horizon,Greenock,Charleston,1803,,,55.9473423,-4.7564721,32.7884363,-79.9399309
Maria Jane,Trinadad,Charleston,1803,,,10.7466905,-61.0840075,32.7884363,-79.9399309
Rising Sun,Boston,Charleston,1803,,,42.3554334,-71.060511,32.7884363,-79.9399309
Morning Star,Jamaica,Charleston,1803,,,18.1850507,-77.3947693,32.7884363,-79.9399309
Seaflower,Boston,Charleston,1803,,,42.3554334,-71.060511,32.7884363,-79.9399309
Atalanta,Charleston,Barbadoes,1803,,,32.7884363,-79.9399309,13.1500331,-59.5250305
Boyne,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Mary,Charleston,Amsterdam,1803,,,32.7884363,-79.9399309,52.3730796,4.8924534
Thetis,Charleston,London,1803,,,32.7884363,-79.9399309,51.5074456,-0.1277653
Mary Caroline,Charleston,Portland,1803,,,32.7884363,-79.9399309,43.6573605,-70.2586618
Two Brothers,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Jane,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Louisa,Charleston,Cape Francoise,1803,,,32.7884363,-79.9399309,19.7595236,-72.2008068
Polly,Charleston,New Orleans,1803,,,32.7884363,-79.9399309,29.9759983,-90.0782127
John,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Four Brothers,Charleston,Havana,1803,,,32.7884363,-79.9399309,23.135305,-82.3589631
General Warren,Charleston,Havana,1803,,,32.7884363,-79.9399309,23.135305,-82.3589631
Sally,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Galatea,Charleston,Cape Francoise,1803,,,32.7884363,-79.9399309,19.7595236,-72.2008068
Industry,Salem,Boston,1803,Ruffell,,42.5195292,-70.8967226,42.3554334,-71.060511
Hope,Boston,Martinico,1803,Smith,,42.3554334,-71.060511,46.1244198,9.2770489
Wm. Davis,Plymouth,Lisbon,1803,Finney,,50.3714122,-4.1424451,38.7077507,-9.1365919
John Adams,Plymouth,West-Indies,1803,Harlow,,50.3714122,-4.1424451,18.4,-75.0
George Clinton,New Orleans,New York,1803,Green,,29.9759983,-90.0782127,40.7127281,-74.0060152
Washington,Boston,Philadelphia,1803,Sears,,42.3554334,-71.060511,39.9527237,-75.1635262
Fox,Liverpool,Boston,1803,Minns,280 hhds. coarse salt,53.4071991,-2.99168,42.3554334,-71.060511
Friendship,Trinidad,Boston,1803,Rider,,10.4430243,-61.2613054,42.3554334,-71.060511
George,Barbadoes,Boston,1803,Snow,,13.1500331,-59.5250305,42.3554334,-71.060511
2 Brothers,Windsor,Boston,1803,Clemens,,42.2858536,-82.9780695,42.3554334,-71.060511
Deborah,Windsor,Boston,1803,Baker,,42.2858536,-82.9780695,42.3554334,-71.060511
Ann,Boston,Liverpool,1803,Bradford,,42.3554334,-71.060511,53.4071991,-2.99168
Lucia,Boston,West-Indies,1803,Atkins,,42.3554334,-71.060511,18.4,-75.0
Eunice,Boston,West-Indies,1803,Bowland,,42.3554334,-71.060511,18.4,-75.0
Prosperity,Boston,Yarmouth,1803,Killy,,42.3554334,-71.060511,52.6071742,1.7314845
Fanny,Boston,Yarmouth,1803,Hilton,,42.3554334,-71.060511,52.6071742,1.7314845
William,Boston,Lisbon,1803,McNeill,,42.3554334,-71.060511,38.7077507,-9.1365919
Hope,Boston,Philadelphia,1803,Lincoln,,42.3554334,-71.060511,39.9527237,-75.1635262
Hope,London,Philadelphia,1803,,,51.5074456,-0.1277653,39.9527237,-75.1635262
Forty second,Philadelphia,Liverpool,1803,,,39.9527237,-75.1635262,53.4071991,-2.99168
Hope,Liverpool,Charleston,1803,Packer,,53.4071991,-2.99168,32.7884363,-79.9399309
Galen,London,Boston,1803,Hinkley,,51.5074456,-0.1277653,42.3554334,-71.060511
Dove,Boston,West-Indies,1803,Small,,42.3554334,-71.060511,18.4,-75.0
Two Brothers,Boston,Windsor,1803,Clemments,,42.3554334,-71.060511,42.2858536,-82.9780695
Belisarius of Wiscasset,Greenock,Boston,1803,Tibbetts,,55.9473423,-4.7564721,42.3554334,-71.060511
Sally,Bourdeaux,Boston,1803,Ingersol,60 pipes high flavored forth proof cogniac brandy; cases of dry goods,44.5867879,5.1342966,42.3554334,-71.060511
Industry,Boston,West-Indies,1803,Smith,,42.3554334,-71.060511,18.4,-75.0
Deborah,Boston,Halifax,1803,Baker,,42.3554334,-71.060511,44.648618,-63.5859487
Northeru Friends,Boston,Greenock,1803,Moatgomery,,42.3554334,-71.060511,55.9473423,-4.7564721
Rover,Boston,Plymouth,1803,Goodwin,,42.3554334,-71.060511,50.3714122,-4.1424451
Echo,Cadiz,Philadelphia,1803,Gilmore,,36.5297438,-6.2928976,39.9527237,-75.1635262
Lion,St. Croix,New York,1803,Clark,,17.729124,-64.7589156,40.7127281,-74.0060152
Mercury,Havana,New York,1803,Olcott,,23.135305,-82.3589631,40.7127281,-74.0060152
Integrity,Jamaica,New York,1803,Crow,,18.1850507,-77.3947693,40.7127281,-74.0060152
Diana,Liverpool,Boston,1803,Wilson,,53.4071991,-2.99168,42.3554334,-71.060511
President,Liverpool,Boston,1803,Hilton,,53.4071991,-2.99168,42.3554334,-71.060511
Minerva,London,Boston,1803,Barber,,51.5074456,-0.1277653,42.3554334,-71.060511
Seaflower,Charleston,Boston,1803,Cottle,100 bales upland cotton,32.7884363,-79.9399309,42.3554334,-71.060511
Shepherdess,Baltimore,Boston,1803,,,39.2908816,-76.610759,42.3554334,-71.060511
Aphia,Richmond,Boston,1803,Luce,"39 barrels of midlings, 10 barrels fine flour",37.5385087,-77.43428,42.3554334,-71.060511
Hannah,Liverpool,Boston,1803,Bryant,salt,53.4071991,-2.99168,42.3554334,-71.060511
Merchant,Madeira,Boston,1803,Bartlett,,32.7517501,-16.9817487,42.3554334,-71.060511
Hazard,Alexandria,Boston,1803,Luce,,31.1991806,29.8951716,42.3554334,-71.060511
Shepherdess,Baltimore,Boston,1803,Robins,,39.2908816,-76.610759,42.3554334,-71.060511
Seaflower,Charleston,Boston,1803,Cottle,,32.7884363,-79.9399309,42.3554334,-71.060511
Alphia,Richmond,Boston,1803,Luce,,37.5385087,-77.43428,42.3554334,-71.060511
Summer,Baltimore,Boston,1803,Oakes,,39.2908816,-76.610759,42.3554334,-71.060511
Nancy,Norfolk,Boston,1803,Smith,,36.8493695,-76.2899539,42.3554334,-71.060511
Little Jane,Boston,West-Indies,1803,Harris,,42.3554334,-71.060511,18.4,-75.0
Old Colony,Lisbon,Plymouth,1803,Flnney,,38.7077507,-9.1365919,50.3714122,-4.1424451
Yarmouth,Plymouth,West-Indies,1803,Atwood,,50.3714122,-4.1424451,18.4,-75.0
Juliana,Liverpool,New York,1803,Brown,,53.4071991,-2.99168,40.7127281,-74.0060152
Ontario,Liverpool,New York,1803,Weeks,,53.4071991,-2.99168,40.7127281,-74.0060152
Young Factor,London,New York,1803,Gardner,,51.5074456,-0.1277653,40.7127281,-74.0060152
Jolly Bacchus,Jamaica,Philadelphia,1803,,,18.1850507,-77.3947693,39.9527237,-75.1635262
Maria,Jamaica,Philadelphia,1803,,,18.1850507,-77.3947693,39.9527237,-75.1635262
Amity,Portsmouth,Philadelphia,1803,,,50.800031,-1.0906023,39.9527237,-75.1635262
Esther,Jamaica,Newbern,1803,Lincoln,,18.1850507,-77.3947693,36.1801885,-75.863769
Dolphin,Newbern,Boston,1803,Phillips,,36.1801885,-75.863769,42.3554334,-71.060511
Julian,Newbern,Barbadoes,1803,Jenkins,,36.1801885,-75.863769,13.1500331,-59.5250305
Nautillus,Jamaica,Charleston,1803,Sheldon,,18.1850507,-77.3947693,32.7884363,-79.9399309
Hazard,Charleston,London,1803,,,32.7884363,-79.9399309,51.5074456,-0.1277653
Felicity,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
John,Guadaloupe,Boston,1803,Davis,good molasses,26.9095819,-101.4333638,42.3554334,-71.060511
Volunteer,Liverpool,Boston,1803,Bosworth,,53.4071991,-2.99168,42.3554334,-71.060511
Warrington,Liverpool,Boston,1803,Turner,,53.4071991,-2.99168,42.3554334,-71.060511
Plutus,Trinidad,Boston,1803,Adamson,74 hhds. and 3 tierces best retailing molasses; 11 hhds. first quality sugar; 10 hhds. excellent rum; 8500 lb. cocoa,10.4430243,-61.2613054,42.3554334,-71.060511
Washington,St. Croix,New London,1803,Mather,,17.729124,-64.7589156,41.3556187,-72.0997804
Betsey,St. Croix,New London,1803,Watson,,17.729124,-64.7589156,41.3556187,-72.0997804
Harriet,Demerara,New London,1803,Smith,,5.6294891,-58.3937764,41.3556187,-72.0997804
Lyon,Martinique,New York,1803,,,14.6113732,-60.9620777,40.7127281,-74.0060152
Cotton,Liverpool,New York,1803,Planter,,53.4071991,-2.99168,40.7127281,-74.0060152
Eagle,Portsmouth,New York,1803,,,50.800031,-1.0906023,40.7127281,-74.0060152
Minerva,Guadaloupe,New York,1803,,,26.9095819,-101.4333638,40.7127281,-74.0060152
Amphitrite,West-Indies,New York,1803,,,18.4,-75.0,40.7127281,-74.0060152
Susannah,New Orleans,Philadelphia,1803,,,29.9759983,-90.0782127,39.9527237,-75.1635262
Harmony,Philadelphia,Boston,1803,,,39.9527237,-75.1635262,42.3554334,-71.060511
Amity,Philadelphia,Portsmouth,1803,,,39.9527237,-75.1635262,50.800031,-1.0906023
Apicana,Havana,Charleston,1803,,,23.135305,-82.3589631,32.7884363,-79.9399309
Washington,London,Charleston,1803,Scott,,51.5074456,-0.1277653,32.7884363,-79.9399309
Fame,Bourdeaux,Charleston,1803,Messroon,,44.5867879,5.1342966,32.7884363,-79.9399309
Orange,Havana,Charleston,1803,Read,,23.135305,-82.3589631,32.7884363,-79.9399309
Chetton,London,Charleston,1803,Walker,,51.5074456,-0.1277653,32.7884363,-79.9399309
Three Sisters,Bourdeaux,Charleston,1803,Clark,,44.5867879,5.1342966,32.7884363,-79.9399309
Clyde,Charleston,Liverpool,1803,M' Call,,32.7884363,-79.9399309,53.4071991,-2.99168
Columbia,Charleston,Boston,1803,Jenkins,,32.7884363,-79.9399309,42.3554334,-71.060511
Rambler,Madeira,Boston,1803,Hills,,32.7517501,-16.9817487,42.3554334,-71.060511
Rebecca,Martinico,Boston,1803,Bradbury,21 hhds. brown & clayed sugars; 10 tierces brown & clayed sugars; 68 bbls. brown & clayed sugars; 16 hhds. molasses; 8 cases noyau; 8 cases claret wine,46.1244198,9.2770489,42.3554334,-71.060511
Ocean,St. Croix,Boston,1803,Roach,50 hhds. St. Croix rum; 28 hhds. St. Croix sugar of first quality; 50 bbls. St. Croix sugar of first quality,17.729124,-64.7589156,42.3554334,-71.060511
White-Oak,Tobago,Boston,1803,Paterson,,11.2404615,-60.672006,42.3554334,-71.060511
Rebecca,Guadaloupe,Boston,1803,Davis,,26.9095819,-101.4333638,42.3554334,-71.060511
Columbia,New York,Boston,1803,Homans,,40.7127281,-74.0060152,42.3554334,-71.060511
George,Guadaloupe,Boston,1803,Pucker of Portland,,26.9095819,-101.4333638,42.3554334,-71.060511
Amizon,Havana,Boston,1803,Barena,,23.135305,-82.3589631,42.3554334,-71.060511
Hope,Demerara,Boston,1803,Harding,,5.6294891,-58.3937764,42.3554334,-71.060511
Five Brothers,Norfolk,Boston,1803,,,36.8493695,-76.2899539,42.3554334,-71.060511
Polly,Portsmouth,Boston,1803,Shapley,,50.800031,-1.0906023,42.3554334,-71.060511
President Packet,New York,Boston,1803,Lincoln,,40.7127281,-74.0060152,42.3554334,-71.060511
Raven,Gloucester,Boston,1803,Lufkin,,51.8653705,-2.2458192,42.3554334,-71.060511
Christie,New York,Boston,1803,Gould,,40.7127281,-74.0060152,42.3554334,-71.060511
Jerusha,New York,Boston,1803,Hallet,,40.7127281,-74.0060152,42.3554334,-71.060511
Polly,Charleston,Boston,1803,Smith,,32.7884363,-79.9399309,42.3554334,-71.060511
Dispatch,Wilmington,Boston,1803,Sharp,,39.7459468,-75.546589,42.3554334,-71.060511
Polly,Richmond,Boston,1803,Kelley,,37.5385087,-77.43428,42.3554334,-71.060511
Polly,New York,Boston,1803,Smith,,40.7127281,-74.0060152,42.3554334,-71.060511
Abigail,Wilmington,Boston,1803,Hawes,,39.7459468,-75.546589,42.3554334,-71.060511
Caroline,New York,Boston,1803,Homans,,40.7127281,-74.0060152,42.3554334,-71.060511
Five Sisters,Norfolk,Boston,1803,,,36.8493695,-76.2899539,42.3554334,-71.060511
Columbine,Boston,Liverpool,1803,Bruce,,42.3554334,-71.060511,53.4071991,-2.99168
Ath[…],Boston,Jamaica,1803,Foster,,42.3554334,-71.060511,18.1850507,-77.3947693
Mary,Boston,West-Indies,1803,Wells,,42.3554334,-71.060511,18.4,-75.0
Fox,Boston,Liverpool,1803,Minns,,42.3554334,-71.060511,53.4071991,-2.99168
Betsey,Havana,Boston,1803,Babbage,St. Ubes and Liverpool salt,23.135305,-82.3589631,42.3554334,-71.060511
Hermon,Barbadoes,Boston,1803,Spaulding,,13.1500331,-59.5250305,42.3554334,-71.060511
William,Martinique,Boston,1803,Obear,,14.6113732,-60.9620777,42.3554334,-71.060511
Betsey,Halifax,Boston,1803,Kelly,,44.648618,-63.5859487,42.3554334,-71.060511
Lorauza,Havana,Boston,1803,,,23.135305,-82.3589631,42.3554334,-71.060511
William and Charles,Guadaloupe,Boston,1803,Soul,,26.9095819,-101.4333638,42.3554334,-71.060511
Henry,Portland,Boston,1803,Alexander,,43.6573605,-70.2586618,42.3554334,-71.060511
Olive,Portland,Boston,1803,Sturtevant,,43.6573605,-70.2586618,42.3554334,-71.060511
Three Brothers,New York,Boston,1803,Haskell,,40.7127281,-74.0060152,42.3554334,-71.060511
Portland Packet,Portland,Boston,1803,Thorlo,,43.6573605,-70.2586618,42.3554334,-71.060511
Sea Nymph,Portland,Boston,1803,Blanchard,,43.6573605,-70.2586618,42.3554334,-71.060511
John Adams,Boston,Liverpool,1803,Wood,,42.3554334,-71.060511,53.4071991,-2.99168
Mary,Boston,West-Indies,1803,Glazier,,42.3554334,-71.060511,18.4,-75.0
Minerva,Jamaica,New London,1803,,,18.1850507,-77.3947693,41.3556187,-72.0997804
Jane,St. Croix,New London,1803,,,17.729124,-64.7589156,41.3556187,-72.0997804
Charlotte,St. Croix,New York,1803,,,17.729124,-64.7589156,40.7127281,-74.0060152
Barbara,Trinidad,New York,1803,,,10.4430243,-61.2613054,40.7127281,-74.0060152
Susannah,Jamaica,New York,1803,,,18.1850507,-77.3947693,40.7127281,-74.0060152
Amiable,New Orleans,New York,1803,Creole,,29.9759983,-90.0782127,40.7127281,-74.0060152
Luna,Madeira,New York,1803,,,32.7517501,-16.9817487,40.7127281,-74.0060152
Protestress,Liverpool,New York,1803,,,53.4071991,-2.99168,40.7127281,-74.0060152
John,Charleston,New York,1803,Sheverick,,32.7884363,-79.9399309,40.7127281,-74.0060152
Warren,Havana,Philadelphia,1803,,,23.135305,-82.3589631,39.9527237,-75.1635262
Richmond,Lisbon,Philadelphia,1803,,,38.7077507,-9.1365919,39.9527237,-75.1635262
[…],Lisbon,Baltimore,1803,Mason,,38.7077507,-9.1365919,39.2908816,-76.610759
Washington,Lisbon,Norfolk,1803,Allen,,38.7077507,-9.1365919,36.8493695,-76.2899539
Maria,Tobago,Norfolk,1803,Meeks,,11.2404615,-60.672006,36.8493695,-76.2899539
Phoebo Ann,St. Thomas,Norfolk,1803,West,,18.3429081,-64.9188997,36.8493695,-76.2899539
Diana,Cape Francoise,Norfolk,1803,Nichols,,19.7595236,-72.2008068,36.8493695,-76.2899539
